carpeta,archivo,ruta,anio,tipo_acto,subtipo,vigente_ccyc,variables_detectadas,calidad_preset,observaciones,usar_como_preset
CESIONES BCO. PATAGONIA-GPAT,SANTA JOSEFINA GMAC - BP (MENDOZA - 14 diciembre 2010).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CESIONES BCO. PATAGONIA-GPAT\SANTA JOSEFINA GMAC - BP (MENDOZA - 14 diciembre 2010).docx,sin_fecha,Cesión de hipoteca y ampliación de hipoteca,Con línea de crédito para financiación de vehículos,False,"nombres_comparecientes, dni_comparecientes, estado_civil, domicilios, razon_social_empresas, cuit, fecha_escritura, numero_escritura, protocolo, notario, registro_notarial, fecha_linea_credito, numero_escritura_anterior, ciudad_notario_anterior, folio_registro, numero_registro",baja,"Documento de 2010 con referencias al Código Civil de Vélez (art. 1.002), no al CCyC. El documento está incompleto (corte abrupto al final) y requiere revisión integral para adaptarlo a la normativa vigente del CCYC 2015, particularmente en capacidad, representación y garantías reales.",no
CESIONES DABIN,2020 - NOTIF. PRESTO CASH (ENERO 2020) AYSAM.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CESIONES DABIN\2020 - NOTIF. PRESTO CASH (ENERO 2020) AYSAM.docx,2018,Notificación de Cesión de Derechos,Cesión de Certificados de Obra y Certificados Redeterminados - Provisión de agua potable,True,"nombre_escribano, numero_escribania, fecha_acto, nombre_cedente, dni_cedente, nombre_cesionario, domicilio_cesionario, numero_certificados, fechas_certificados, concepto_obra, expediente_numero, monto_certificados, numero_cuit_cedente, retenciones_impositivas",baja,"Documento con graves deficiencias: texto fragmentado e ilegible en múltiples secciones, falta identificación clara de partes, ausencia de montos específicos, redacción confusa en cláusulas esenciales y carece de estructura notarial clara. Requiere reelaboración completa.",no
CESIONES VARIAS,MODIF CESION (MODIF.ESC. 124-2005).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CESIONES VARIAS\MODIF CESION (MODIF.ESC. 124-2005).docx,sin_fecha,Escritura pública de modificación de convenio de cesión,Cesión de derechos hereditarios con obligaciones de pago en proceso concursal,True,"nombres_cedentes, nombres_cesionario, numero_escritura_original, fecha_escritura_original, monto_original_usd, monto_nuevo_usd, numero_expediente_judicial, numero_camara, denominacion_inmueble, porcentaje_dominio, nombres_profesionales_intervinientes, fecha_quiebra, honorarios_sindicatura",media,"El documento contiene cláusulas complejas de derecho concursal que requieren adaptación según cada caso específico (expedientes, profesionales, montos). Falta claridad en la redacción de la obligación del cesionario respecto a la determinación del monto exacto para pago de créditos.",si
CLAUSULA CESIONES BCO. PATAGONIA-EXENCION DE SELLOS,CLAUSULA A INCORPORAR EN TODAS LAS CESIONES DEL BANCO PATAGONIA ANTES DEL FINAL.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CLAUSULA CESIONES BCO. PATAGONIA-EXENCION DE SELLOS\CLAUSULA A INCORPORAR EN TODAS LAS CESIONES DEL BANCO PATAGONIA ANTES DEL FINAL.docx,sin_fecha,Cesión de derechos,Cesión bancaria con cláusula de exención fiscal,True,"nombre_banco, nombre_cedente, nombre_cesionario, domicilio_cedente, domicilio_cesionario, DNI_cedente, DNI_cesionario, derechos_cedidos, fecha_otorgamiento, monto_o_valor, provincia_aplicable",media,"Cláusula incompleta como fragmento aislado. Requiere integración con acto principal (identificación de partes, derechos objeto de cesión, considerandos). La referencia al art. 240 del Código Fiscal mendocino es correcta pero debe verificarse vigencia según reformas posteriores.",si
COMODATOS,2018 - COMODATO - FIDEICOMISO DAROSO (ABRIL 2018).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\COMODATOS\2018 - COMODATO - FIDEICOMISO DAROSO (ABRIL 2018).docx,2018,Comodato,de inmueble para sede legal de fideicomiso,True,"nombre_comodante, dni_comodante, estado_civil_comodante, domicilio_comodante, nombre_comodataria, representante_comodataria, cargo_representante, nombre_fideicomiso, ubicacion_inmueble, descripcion_inmueble, fecha_inicio_vigencia, fecha_fin_vigencia, porcentaje_impuestos, jurisdiccion_tribunales, fecha_firma",media,Documento válido conforme CCyC pero contiene conflicto de intereses (comodante y representante son la misma persona física). Requiere aclaración sobre responsabilidad de reparaciones y mantenimiento del inmueble durante la vigencia.,si
COMPRAVENTA DE VEHICULOS,Contrato de Compra Venta de Vehiculo.-.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\COMPRAVENTA DE VEHICULOS\Contrato de Compra Venta de Vehiculo.-.docx,sin_fecha,Boleto de compraventa de vehículo,Venta de automotor (Ford EcoSport),False,"nombre_vendedor, dni_vendedor, domicilio_vendedor, nombre_comprador, dni_comprador, domicilio_comprador, marca_vehiculo, modelo_vehiculo, numero_motor, numero_chasis, dominio_vehiculo, precio_total, fecha_documento, plazo_cancelacion_prenda, plazo_transferencia_dominio, multa_diaria",baja,"Documento anterior a CCyC 2015 con lenguaje de Código de Vélez. Contiene cláusulas problemáticas: asume prenda sin verificación registral, responsabilidad penal del vendedor excesiva, y multas diarias que pueden ser consideradas cláusulas penales desproporcionadas. Requiere actualización conforme arts. 1134-1148 CCyC sobre compraventa y reformulación de obligaciones accesorias.",no
CONCUERDA,CONCUERDA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONCUERDA\CONCUERDA.docx,sin_fecha,Documento notarial - Tipo no determinable,,False,"número_protocolo: 70, año: 2008, folio: 277, jurisdicción: CAPITAL, nombre_otorgante_1: RICARDO ENRIQUE RUBIO, nombre_otorgante_2: SILVIO FABIAN VAZQUEZ, notario: desconocido, fecha: 14 de marzo de 2008, localidad: La Ciudad de Mendoza",baja,"El documento proporcionado es incompleto e ilegible. No contiene texto sustantivo del acto notarial, solo datos de protocolo y carátula. Es imposible identificar el tipo de acto, las partes, cláusulas, derechos u obligaciones.",no
CONFORMIDAD PROFESIONAL Y OTRAS,PRESTA CONFORMIDAD PROFESIONAL2.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONFORMIDAD PROFESIONAL Y OTRAS\PRESTA CONFORMIDAD PROFESIONAL2.docx,sin_fecha,Presta Conformidad Profesional,Presentación ante tribunal en sucesión,True,"nombre_abogado, matrícula_abogado, número_expediente, caratulado_causa, nombre_demandante, tipo_proceso",alta,"Documento válido conforme CCyC. Es un escrito procesal estándar de conformidad profesional que puede usarse como plantilla adaptando datos específicos del abogado, expediente y causa.",si
CONSTITUCION DE S.A.S,ACTA EXTRAPROTOCOLAR DE CONSTATACIÓN INTEGRACION CAPITAL - JOAQUIN LLANO - GOTTIFREDI.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONSTITUCION DE S.A.S\ACTA EXTRAPROTOCOLAR DE CONSTATACIÓN INTEGRACION CAPITAL - JOAQUIN LLANO - GOTTIFREDI.docx,sin_fecha,Acta Extraprotocolar de Constatación,Constatación de entrega de fondos para integración de aporte social,True,"nombre_apoderado, dni_apoderado, cuit_apoderado, fecha_nacimiento_apoderado, domicilio_apoderado, nombre_representado, dni_representado, cuit_representado, fecha_nacimiento_representado, domicilio_representado, numero_poder, escribano_poder, fecha_inscripcion_poder, numero_entrada_poder, razon_social_sociedad, fecha_contrato_social, monto_aporte, porcentaje_aporte, hora_acto, fecha_acta",media,"Acta bien estructurada según CCyC. Requiere actualizar referencias a normas de prevención de lavado de dinero (Ley 27.343) y precisar identidad del administrador receptor de fondos, que no aparece identificado formalmente en el acta.",si
CONSTITUCION DE SOCIEDAD ANONIMA,ZIMMERMAN SA.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONSTITUCION DE SOCIEDAD ANONIMA\ZIMMERMAN SA.docx,sin_fecha,Acta constitutiva y estatuto social de sociedad anónima,Constitución de S.A. con capital social de $12.000,False,"nombre_sociedad, numero_escritura, fecha_acta, ciudad_provincia, notario_nombre, notario_registro, accionista_1_nombre, accionista_1_dni, accionista_1_cuit, accionista_1_fecha_nacimiento, accionista_1_domicilio, accionista_2_nombre, accionista_2_dni, accionista_2_cuit, accionista_2_fecha_nacimiento, accionista_2_domicilio, domicilio_social, capital_social, cantidad_acciones, valor_accion, acciones_accionista_1, monto_accionista_1, porcentaje_accionista_1, acciones_accionista_2, monto_accionista_2, porcentaje_accionista_2, porcentaje_integracion_inmediata, plazo_integracion_restante, presidente_nombre, director_suplente_nombre, apoderado_1_nombre, apoderado_1_dni, apoderado_2_nombre, apoderado_2_dni",media,Documento incompleto (corta abruptamente en cláusula 4). Utiliza Ley de Sociedades Comerciales (texto anterior a CCyC 2015); requiere actualización a normativa vigente y completación de la designación de apoderados.,no
CONSTITUCION DE SRL,2019 - CONSTITUCION DE MAD HOLDING SRL (DEMETRIO AGUIRRE - HUGO MORETTI) DIC. 2019.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONSTITUCION DE SRL\2019 - CONSTITUCION DE MAD HOLDING SRL (DEMETRIO AGUIRRE - HUGO MORETTI) DIC. 2019.docx,sin_fecha,Constitución de Sociedad de Responsabilidad Limitada,Contrato social SRL con objeto de explotación minera,True,"número_escritura, fecha_escritura, notario_nombre, notario_numero_registro, socio1_nombre, socio1_dni, socio1_cuit, socio1_fecha_nacimiento, socio1_estado_civil, socio1_domicilio, socio2_nombre, socio2_dni, socio2_cuit, socio2_fecha_nacimiento, socio2_estado_civil, socio2_domicilio, razon_social, domicilio_legal_sede_social, domicilio_fiscal, duracion_sociedad, objeto_social",media,"Documento incompleto (falta cierre de artículo 4 y firma de comparecientes). Usa correctamente referencias al CCyC art. 306, pero cita conjuntamente Ley 19950 (1972) que debe coordinarse con régimen actual de SRL en CCyC Libro Segundo.",si
CONTRATO DE CESION DE DERECHOS-INSTRUMENTO PRIVADO,NOTIFICACION-LIBROS-TARJ.CUYANAS.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONTRATO DE CESION DE DERECHOS-INSTRUMENTO PRIVADO\NOTIFICACION-LIBROS-TARJ.CUYANAS.docx,sin_fecha,Notificación de Cesión de Derechos en Garantía,Notificación a tercero (Tarjeta Cuyanas S.A.) de cesión de créditos por tarjetas de crédito,False,"fecha_documento, nombre_notario, numero_registro_notario, localidad, nombre_apoderado_1, dni_apoderado_1, nombre_apoderado_2, dni_apoderado_2, domicilio_apoderados, banco_representado, numero_poder_especial, fecha_poder, escribano_poder, localidad_poder, numero_protocolo_poder, numero_legalizacion, numero_inscripcion_mandato, fecha_cesion, cedente, moneda_garantia, monto_garantia, plazo_vigencia_inicial, plazo_vigencia_final, tercero_notificado, sistema_tarjeta, banco_destino_pagos, numero_cuenta_garantias, banco_depositario",baja,"Documento redactado bajo legislación anterior al CCyC 2015; presenta lenguaje de Código Vélez (referencias a ""fojas"", ""protocolo"", estructura anticuada). Texto incompleto al final (corte en datos bancarios); requiere revisión integral de estructura conforme CCyC para modernizar garantías mobiliarias y cesiones.",no
CONTRATO DE CESION-METAL 1-MODELO NUEVO,CONTRATO DE CESION-METAL 1-MODELO NUEVO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONTRATO DE CESION-METAL 1-MODELO NUEVO\CONTRATO DE CESION-METAL 1-MODELO NUEVO.docx,sin_fecha,Cesión de Derechos,Cesión de derechos entre empresa y banco,False,"nombres_personas, dni_personas, domicilios, nombre_empresa_cedente, cuit_cedente, nombre_empresa_cesionaria, cuit_cesionaria, numero_escritura, fecha_otorgamiento, numero_protocolo, numero_poder_especial, fecha_poder, escribano_poder",baja,"Documento anterior a 2015 con lenguaje del Código de Vélez. Requiere actualización a terminología del CCyC 2015 (derechos personales vs reales, capacidad, patrimonio). Falta clausulado sustantivo del acto.",no
CONTRATO DE LOCACION,CONTRATO DE LOCACION DE INMUEBLE (DABIN - MAXICONSUMO).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONTRATO DE LOCACION\CONTRATO DE LOCACION DE INMUEBLE (DABIN - MAXICONSUMO).docx,2016,Contrato de Locación de Inmueble,Locación comercial/industrial de fracción inmueble,True,"nombre_locador, cuit_locador, representante_locador, dni_representante_locador, domicilio_locador, nombre_locatario, cuit_locatario, representante_locatario, dni_representante_locatario, domicilio_locatario, ubicacion_inmueble, superficie_total, superficie_nave, superficie_playa, superficie_terreno, superficie_compartidos, datos_catastrales, fraccion, departamento, matricula, nomenclatura_catastral, padron_territorial, padron_municipal, derecho_riego, fecha_inicio, fecha_vencimiento, plazo_meses, renovacion_anos, canon_mensual, indemnizacion_ocupacion_extemporanea",media,"Documento incompleto: falta cláusula de precio con especificación de forma de pago, vencimiento de plazo, ajuste de valor, gastos y servicios, responsabilidades del locatario, cláusulas finales y firma de las partes. Se enuncia el canon pero no se completa la cláusula tercera.",si
CONTRATOS,CONVENIO MARCO - 14-01-21.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONTRATOS\CONVENIO MARCO - 14-01-21.docx,2021,Convenio Marco / Acuerdo de Asociación,Constitución de Sociedad por Acciones Simplificada (SAS) con aporte de capital e intangibles,True,"nombre_emprendedor, dni_emprendedor, cuit_emprendedor, fecha_nacimiento_emprendedor, domicilio_emprendedor, email_emprendedor, nombre_inversor, dni_inversor, cuit_inversor, fecha_nacimiento_inversor, domicilio_inversor, email_inversor, fecha_acto, ciudad, nombre_plataforma, url_plataforma, capital_inicial_sociedad, porcentaje_dinero_efectivo, monto_aporte_inversor, plazo_aporte_meses, participacion_accionaria_emprendedor, participacion_accionaria_inversor, provincia_domicilio_sociedad",media,"El documento está incompleto (se corta en la cláusula SEGUNDO). Requiere revisión de cláusulas esenciales: régimen de responsabilidad, distribución de ganancias, mecanismo de integración de aportes, cláusulas de salida/disolución, y firma de partes e interventor notarial.",si
CONTRATOS DE COMPRAVENTA,2020 - Boleto de compra venta lote ROZO - MUNAFO (20 NOV. 2020).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONTRATOS DE COMPRAVENTA\2020 - Boleto de compra venta lote ROZO - MUNAFO (20 NOV. 2020).docx,2020,Compraventa de inmueble,de lote de terreno urbano,True,"nombre_vendedor, dni_vendedor, fecha_nacimiento_vendedor, nombre_conyuge, dni_conyuge, domicilio_vendedor, nombre_compradora, dni_compradora, domicilio_compradora, descripcion_inmueble, ubicacion_inmueble, lote_numero, manzana_numero, superficie_titulo_i, matricula_titulo_i, superficie_titulo_ii, matricula_titulo_ii, superficie_mensura, numero_plano_mensura, fecha_mensura, agrimensor, numero_catastro, nomenclatura_catastral, padron_territorial, padron_municipal, avaluo_fiscal_año, avaluo_fiscal_monto, propietario_registral, cuit_propietario, fecha_cesion_derechos, cedente_anterior",media,"Documento vigente en CCyC pero incompleto: falta especificar precio de venta, forma de pago, cláusulas de entrega, condiciones precedentes y datos del escribano actuante. Requiere completar el acto.",si
CONVENCION PREMATRIMONIAL,CONVENCION PREMATRIMONIAL (SEPARACION DE BIENES) PEREZ-BONACORSO (MAYO 2016).docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONVENCION PREMATRIMONIAL\CONVENCION PREMATRIMONIAL (SEPARACION DE BIENES) PEREZ-BONACORSO (MAYO 2016).docx,sin_fecha,Convención prematrimonial,Opción de régimen de separación de bienes,True,"nombre_compareciente_1, dni_1, cuit_1, fecha_nacimiento_1, estado_civil_1, domicilio_1, nombre_compareciente_2, dni_2, cuit_2, fecha_nacimiento_2, estado_civil_2, domicilio_2, fecha_matrimonio_previsto, descripcion_bienes_compareciente_1, descripcion_bienes_compareciente_2, marca_modelo_vehiculo, dominio_vehiculo, chasis_vehiculo, ubicacion_inmueble, superficie_inmueble, numero_catastro",media,El documento está incompleto: corta abruptamente en la descripción del inmueble de la compareciente 2 (falta completar 'VEINTISEI...'). Requiere revisión de ortografía ('esta civil' por 'de estado civil') y debe completarse la enumeración de bienes antes de usarse como preset.,si
CONVENIO DE DESOCUPACION,CONVENIO DE DESOCUPACION-RUBIO.docx,C:\Users\Florencia Martinez\Downloads\ESCRIBANIA-20251111T135947Z-1-001\ESCRIBANIA\CONVENIO DE DESOCUPACION\CONVENIO DE DESOCUPACION-RUBIO.docx,sin_fecha,Convenio de Desocupación,Inmueble urbano destinado a vivienda y local comercial,False,"nombre_propietario, documento_propietario, domicilio_propietario, nombre_ocupante, documento_ocupante, domicilio_ocupante, ubicacion_inmueble, fecha_desocupacion, hora_constatacion, descripcion_bienes_inmuebles, monto_multa_diaria, jurisdiccion_judicial, fecha_firma",baja,"El documento utiliza referencias al Código Civil de Vélez (art. 509) y lenguaje anterior al CCyC 2015. Requiere actualización a normativa vigente: reemplazar referencias por art. 887 y ss. del CCyC, revisar cláusulas de mora y penalidades conforme nuevo régimen, y ajustar terminología a estándares actuales (ej: 'DNI' por 'Cédula de identidad').",no
